group,Duration (in seconds),prolific_ID,1_Date_of_birth,Age,Gender,Education,Education_numeric,Income,Political,Platforms,Platforms_text,Using_PSPs,Using_Spotify,Personalization,Satisfaction,Personalization_satisfaction,understand_you,understand_other,benefit_1,benefit_4,benefit_5,fee,preferences_1,preferences_4,preferences_5,equal_fee,Fee_personalization,Fee_without_personalization,Personalization_fee_difference
treatment,445,60147144ea1597492e5c6698,1983,38,Female,College / university,3,$20000 or more,Independent,"Apple Music,HBO Max,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,4,5,8,5,1,2,User B,8,6,2
treatment,110,5fc98bb760422d47c315d393,1995,26,Male,College / university,3,$2000 to $4999,Democrat,"Apple Music,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,3,3,6,3,2,3,They should be charged the same amount,12,9,3
treatment,191,61259b6ad1810eb9bae8f63a,1984,37,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,5,1,5,2,1,They should be charged the same amount,5,5,0
treatment,225,616f2dc24df7a8664076ceab,1991,30,Male,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,3,3,5,10,5,2,3,They should be charged the same amount,10,10,0
treatment,187,5eeaae9d8b89801ce94dc448,1991,30,Male,College / university,3,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,3,4,10,5,4,4,They should be charged the same amount,10,10,0
treatment,213,60da8a02188689fb1a8e2700,1998,23,Male,College / university,3,$5000 to $9999,Republican,"Amazon Prime / Amazon Music,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,4,5,10,4,3,5,User A,12,8,4
treatment,190,5b2f2c586d601d0001d5cd73,1985,36,Male,College / university,3,$5000 to $9999,Independent,Amazon Prime / Amazon Music,,1,0,Sometimes,Sometimes,3,Yes,Yes,4,3,4,5,4,2,3,User B,5,8,-3
treatment,176,5b18248744127b00013f90ce,1994,27,Male,College / university,3,$2000 to $4999,Democrat,,,0,0,,,0,Yes,Yes,2,2,5,10,5,1,1,They should be charged the same amount,10,10,0
treatment,463,5fc8023072315c11f1de9057,1982,39,Male,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,3,4,12,4,2,3,They should be charged the same amount,12,12,0
treatment,184,5e8522f7762f3c106bf225f0,1997,24,Male,High school,2,$2000 to $4999,Independent,"HBO Max,Hulu,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,3,5,10,4,2,4,They should be charged the same amount,10,10,0
treatment,177,5e815773285d3883ba2fbbcf,1995,26,Male,Graduate school,4,$5000 to $9999,Independent,Disney Plus,,1,0,Sometimes,Most of the time,4,Yes,Yes,4,3,5,7,5,2,1,They should be charged the same amount,7,7,0
treatment,339,611fd46390ddbecaf6fb88be,1994,27,Female,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,3,3,13,5,1,5,User A,13,10,3
treatment,171,5eaff2eac963900392c6dc48,1988,33,Male,High school,2,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,1,3,5,10,5,4,1,They should be charged the same amount,10,10,0
treatment,178,5f51287698edeb30a0cf878d,1984,37,Male,College / university,3,Less than $1999,Independent,"Amazon Prime / Amazon Music,Netflix",,2,0,Never,,0,Yes,Yes,2,4,4,9,5,2,2,They should be charged the same amount,9,9,0
treatment,179,6078f6d6268363e5ccd98849,1997,24,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify",,2,1,Rarely,Rarely,2,Yes,Yes,4,4,5,5,3,3,5,They should be charged the same amount,3,3,0
treatment,236,615dc776f1ada9435982f7a9,1981,40,Male,College / university,3,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Pandora,Peacock,Spotify,YouTube Premium / YouTube Music",,2,1,Rarely,Sometimes,3,Yes,Yes,3,4,5,5,5,2,2,They should be charged the same amount,5,5,0
treatment,307,5b5a822e1ad8270001c4f28d,1981,40,Male,High school,2,Less than $1999,Independent,"Disney Plus,HBO Max,Hulu",,2,0,Sometimes,Most of the time,4,Yes,Yes,3,5,4,10,5,3,3,User A,10,6,4
treatment,363,5e4b33427f4cef051124ed9f,1993,28,Male,High school,2,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,5,5,10,4,2,3,User A,10,5,5
treatment,163,558955ebfdf99b6bd06016c9,1990,31,Male,College / university,3,$2000 to $4999,Democrat,Other,Sling,1,0,Rarely,Sometimes,3,Yes,Yes,4,4,5,5,1,5,5,They should be charged the same amount,5,5,0
treatment,147,613817325d7b73e322a1c619,2000,21,Male,High school,2,$2000 to $4999,Something else,"Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,4,10,5,3,4,They should be charged the same amount,10,10,0
treatment,155,58a5d58bb2a7180001f061d4,1985,36,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,YouTube Premium / YouTube Music",,2,0,Rarely,Sometimes,3,Yes,Yes,4,3,5,9,5,2,4,They should be charged the same amount,9,9,0
treatment,125,5ee5a7a87e2f6d2e11a172b4,1988,33,Male,Graduate school,4,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix",,2,0,Never,,0,Yes,Yes,2,4,4,5,5,2,1,They should be charged the same amount,5,5,0
treatment,302,604c6a1d94637f323c7a975d,1988,33,Male,High school,2,Less than $1999,Democrat,"HBO Max,Hulu,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,3,3,5,10,5,2,3,They should be charged the same amount,10,10,0
treatment,306,614e1be1b75d7b452e03414c,1988,33,Male,High school,2,$5000 to $9999,Democrat,"Disney Plus,HBO Max,Hulu,Netflix,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,2,4,10,5,1,2,They should be charged the same amount,10,10,0
treatment,97,5db75a2044b77e000b92456a,1984,37,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,4,4,5,10,1,5,5,They should be charged the same amount,10,10,0
treatment,198,5dc47ddd034b45342d3b2e3a,1988,33,Male,College / university,3,Less than $1999,Democrat,Netflix,,1,0,Sometimes,Most of the time,4,Yes,Yes,3,3,4,5,5,3,3,They should be charged the same amount,5,5,0
treatment,199,61520cb33cbe8939af2a11a6,1996,25,Male,High school,2,Less than $1999,Democrat,Amazon Prime / Amazon Music,,1,0,Sometimes,Sometimes,3,Yes,Yes,4,3,5,10,5,2,4,User B,10,15,-5
treatment,235,5edd00eb4ffe4304affd11db,1983,38,Male,Graduate school,4,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,5,8,5,1,3,They should be charged the same amount,8,8,0
treatment,116,5b66ce776f0d0400010d678d,1998,23,Male,College / university,3,Less than $1999,Republican,"Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Rarely,2,Yes,Yes,2,3,4,5,5,1,2,They should be charged the same amount,5,5,0
treatment,150,5c35663a24643200010e7e15,1995,26,Male,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,5,5,6,5,2,4,User A,6,5,1
treatment,1032,57d5593f8dcd2c00014bc55b,1981,40,Male,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Netflix",,2,0,Most of the time,Most of the time,4,Yes,Yes,5,4,4,3,4,5,5,They should be charged the same amount,3,3,0
treatment,134,5ff21e8299e7cf6d2d1a7f13,1994,27,Male,College / university,3,$2000 to $4999,Democrat,Spotify,,1,1,Rarely,Rarely,2,Yes,Yes,3,4,5,5,5,1,1,They should be charged the same amount,5,5,0
treatment,289,5ed8c264d134c803a2670e4c,1997,24,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Spotify",,2,1,Rarely,Rarely,2,Yes,Yes,4,4,4,10,5,1,3,They should be charged the same amount,10,10,0
treatment,1097,61607a5b63a171144df55e92,1994,27,Non-binary / third gender,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Rarely,Never,1,Yes,Yes,2,2,3,6,4,2,2,They should be charged the same amount,7,7,0
treatment,226,5f5a3af0e08f3509fb7fb049,1999,22,Male,High school,2,Less than $1999,Democrat,Amazon Prime / Amazon Music,,1,0,Sometimes,Sometimes,3,Yes,Yes,3,3,5,3,5,2,3,They should be charged the same amount,3,3,0
treatment,629,6152baaee07bc0fe95137cac,1999,22,Male,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Spotify",,2,1,Rarely,Rarely,2,Yes,Yes,2,3,3,5,4,2,4,User A,7,5,2
treatment,186,5a4bf09053a4560001ba0ebf,1987,34,Male,High school,2,$2000 to $4999,Democrat,Hulu,,1,0,Sometimes,Most of the time,4,Yes,Yes,4,4,4,5,4,2,5,They should be charged the same amount,5,5,0
treatment,155,614f048a49376f74bf77efc1,1976,45,Male,College / university,3,$5000 to $9999,Something else,"Amazon Prime / Amazon Music,Disney Plus,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,3,4,5,15,5,5,1,User B,3,5,-2
treatment,128,5c6205a724b1fc00019db2de,1999,22,Male,College / university,3,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,4,5,7,5,2,1,They should be charged the same amount,7,7,0
treatment,163,5efb5f77ef19f50a68564191,1984,37,Male,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,5,5,10,5,1,5,They should be charged the same amount,10,10,0
treatment,457,5fec956243c578e38ad84250,1981,40,Male,High school,2,$20000 or more,Something else,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix",,2,0,Never,,0,Yes,Yes,2,4,5,7,5,3,1,They should be charged the same amount,7,7,0
treatment,95,5f171e9023611c038f0bd539,1989,32,Male,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Hulu,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,4,4,4,10,4,3,3,User A,12,10,2
treatment,122,6152271eefd3c2b4bacb64e6,1986,35,Male,Graduate school,4,$5000 to $9999,Republican,"Amazon Prime / Amazon Music,HBO Max,Hulu",,2,0,Rarely,Sometimes,3,Yes,Yes,3,2,5,9,4,2,4,They should be charged the same amount,9,9,0
treatment,157,596e1af7a09655000197d4bb,1985,36,Male,College / university,3,$10000 to $19999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,3,4,5,4,5,3,3,They should be charged the same amount,4,4,0
treatment,98,6138dbb33737021870d3c636,1982,39,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Netflix,YouTube Premium / YouTube Music",,2,0,Always,Always,5,Yes,Yes,5,5,5,5,4,3,5,User A,5,5,0
treatment,288,60f6132952a37df66a042ef4,1993,28,Male,Middle school,1,Less than $1999,Independent,,,0,0,,,0,Yes,Yes,2,3,4,10,5,2,2,They should be charged the same amount,10,10,0
treatment,141,614e028cce0c68ed60059ab1,1996,25,Male,College / university,3,$5000 to $9999,Republican,"Amazon Prime / Amazon Music,Apple Music,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Rarely,2,Yes,Yes,1,5,5,3,4,2,4,User A,4,3,1
treatment,255,614e5a2ab454a3955d58b24d,1984,37,Male,College / university,3,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Other",GeForce Now,2,0,Rarely,Sometimes,3,Yes,Yes,4,4,5,5,4,2,3,They should be charged the same amount,5,5,0
treatment,313,5eaefec7c1324e5def56caf8,1997,24,Male,College / university,3,Less than $1999,Republican,"Amazon Prime / Amazon Music,Hulu,Netflix",,2,0,Sometimes,Rarely,2,Yes,Yes,4,3,4,10,5,2,3,User B,10,15,-5
treatment,216,61117fbdce45590f443691b6,1985,36,Male,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,3,4,5,3,4,2,4,They should be charged the same amount,3,3,0
treatment,622,6145a88c94a2c86532d36b0f,1998,23,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Spotify",,2,1,Always,Most of the time,4,Yes,Yes,4,4,4,5,3,4,5,They should be charged the same amount,5,5,0
treatment,164,6091ebb375f9f6e9e1acaef8,2000,21,Male,College / university,3,$2000 to $4999,Democrat,All of the above,,2,0,Always,Most of the time,4,Yes,Yes,4,4,5,9,5,3,5,They should be charged the same amount,9,9,0
treatment,264,5f888a84d0200d03067e17ed,1990,31,Male,College / university,3,$5000 to $9999,Democrat,"HBO Max,Netflix,Spotify,YouTube Premium / YouTube Music",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,5,5,10,5,1,4,They should be charged the same amount,10,10,0
treatment,116,5fecf6e660d5fba3b127a9c4,1997,24,Male,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,5,10,5,2,4,They should be charged the same amount,10,10,0
treatment,244,5d275350982e6e001744fb76,1991,30,Male,College / university,3,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,5,5,9,3,3,3,User B,9,9,0
treatment,150,61096bb79c3b380e9868a4f5,1995,26,Male,College / university,3,Less than $1999,Independent,"Disney Plus,Spotify",,2,1,Never,,0,Yes,Yes,3,4,5,11,4,4,1,User A,11,7,4
treatment,1048,5a5bff49acc75b00017a6009,1985,36,Male,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Peacock,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,5,4,4,16,4,3,4,They should be charged the same amount,16,16,0
treatment,166,5ea9cc7058ebeb11a12e659c,1996,25,Male,Graduate school,4,Less than $1999,Independent,"Netflix,Spotify",,2,1,Never,,0,Yes,Yes,3,3,4,10,4,2,3,User A,10,7,3
treatment,201,55d9e1ee69dbc30005b68309,1987,34,Male,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,5,4,5,1,2,They should be charged the same amount,3,3,0
treatment,329,60242bdb4097360ad464addc,1987,34,Male,Graduate school,4,$5000 to $9999,Independent,Amazon Prime / Amazon Music,,1,0,Rarely,Rarely,2,Yes,Yes,3,4,5,12,4,2,3,User A,12,8,4
treatment,202,5dfe8e7bdc8535b21b18ea2f,1981,40,Male,Graduate school,4,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Netflix",,2,0,Rarely,Rarely,2,Yes,Yes,2,3,5,10,5,1,1,They should be charged the same amount,10,10,0
treatment,260,5f828002935db93a4d29d577,1998,23,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Peacock,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,3,5,10,4,3,4,They should be charged the same amount,10,10,0
treatment,197,60f9bf906d1a202d1ff18af7,1988,33,Male,Graduate school,4,$10000 to $19999,Independent,"Disney Plus,Hulu,Netflix,YouTube Premium / YouTube Music",,2,0,Rarely,Rarely,2,Yes,Yes,4,4,5,11,4,4,4,They should be charged the same amount,5,5,0
treatment,183,581d50e882c5aa000132ce4f,1986,35,Male,High school,2,Less than $1999,Democrat,Netflix,,1,0,Rarely,Rarely,2,Yes,Yes,4,5,5,10,1,5,5,User B,7,10,-3
treatment,647,5e7d30c3ce25953beed86d43,1994,27,Male,College / university,3,$2000 to $4999,Democrat,"Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,10,4,4,3,They should be charged the same amount,10,10,0
treatment,219,614de4764e02205724b90a42,1994,27,Male,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,10,5,1,1,They should be charged the same amount,10,10,0
treatment,270,5f3449937104763434c56067,1991,30,Male,College / university,3,$5000 to $9999,Independent,"Disney Plus,Hulu,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,10,4,2,4,They should be charged the same amount,10,10,0
treatment,772,5c35300824643200010e72cc,1987,34,Male,Graduate school,4,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Netflix,Paramount Plus,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,5,4,1,User B,5,7,-2
treatment,1899,5ef165863c30cb15b9c83613,1998,23,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Netflix,YouTube Premium / YouTube Music",,2,0,Sometimes,Sometimes,3,Yes,Yes,2,4,5,5,4,2,1,They should be charged the same amount,5,5,0
treatment,1095,615d1bf915a5a74842395a3c,1999,22,Male,College / university,3,Less than $1999,Republican,"HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,4,4,5,10,3,3,5,They should be charged the same amount,10,10,0
treatment,704,615e775953c95e9aa381425d@email.prolific.co,1989,32,Male,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Hulu,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,5,5,4,10,4,3,5,They should be charged the same amount,10,10,0
treatment,720,6013226fea15971ac14d0fb5,1977,44,Male,College / university,3,$20000 or more,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Hulu,Netflix,Peacock,Spotify",,2,1,Never,,0,Yes,Yes,1,1,5,15,5,1,1,They should be charged the same amount,12,12,0
treatment,262,5d4c92d7c6a3d60001173022,1989,32,Female,College / university,3,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Paramount Plus",,2,0,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,4,1,2,User B,4,5,-1
treatment,419,60de3caba8fbf2e04c048e1c,1992,29,Male,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Apple Music,Hulu,Netflix,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,3,4,8,4,2,3,They should be charged the same amount,8,8,0
treatment,241,6101ebf3db55216c04e3cd5a,1999,22,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Most of the time,Most of the time,4,Yes,Yes,4,3,4,5,5,1,2,They should be charged the same amount,5,5,0
treatment,237,6134f6617fc60f0cfe9ed887,1999,22,Male,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,3,5,10,5,2,4,They should be charged the same amount,10,10,0
treatment,170,5df5888b61b48a3dd970d282,1982,39,Male,Graduate school,4,$20000 or more,Independent,"Amazon Prime / Amazon Music,Netflix",,2,0,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,5,3,5,User B,3,6,-3
treatment,234,5dc36b196c76b327ca120b23,1990,31,Non-binary / third gender,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Rarely,Most of the time,4,Yes,Yes,4,4,5,10,5,4,1,They should be charged the same amount,10,10,0
treatment,208,5c831db8d4f0a80015762b81,1993,28,Male,College / university,3,Prefer not to say,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix",,2,0,Sometimes,Sometimes,3,Yes,Yes,4,4,5,5,4,2,4,They should be charged the same amount,5,5,0
treatment,246,6155e7d41d402ae716c4da22,1998,23,Female,College / university,3,$2000 to $4999,Something else,"Amazon Prime / Amazon Music,Apple Music,Hulu,Netflix",,2,0,Always,Most of the time,4,Yes,Yes,5,5,5,9,5,1,5,They should be charged the same amount,10,10,0
treatment,123,5c282fa170d93a000121164b,2000,21,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,YouTube Premium / YouTube Music",,2,0,Never,,0,Yes,Yes,4,3,5,10,5,2,1,They should be charged the same amount,10,10,0
treatment,148,5c6d7e682584880001b3c241,1983,38,Male,College / university,3,$10000 to $19999,Something else,"Amazon Prime / Amazon Music,Disney Plus,Netflix,YouTube Premium / YouTube Music",,2,0,Most of the time,Most of the time,4,Yes,Yes,4,4,5,10,4,2,4,They should be charged the same amount,10,10,0
treatment,142,5e7f12f57ef97e5e3ba73087,1989,32,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Paramount Plus,Peacock",,2,0,Most of the time,Sometimes,3,Yes,Yes,4,4,5,6,4,2,4,They should be charged the same amount,6,6,0
treatment,205,5e759f933115e010b2ab6288,1990,31,Male,Graduate school,4,$5000 to $9999,Democrat,"Apple Music,Netflix",,2,0,Never,,0,Yes,Yes,3,4,2,1,5,1,3,They should be charged the same amount,1,1,0
treatment,261,612d2c0c30d73770f9e79777,2000,21,Male,High school,2,Less than $1999,Independent,"Amazon Prime / Amazon Music,Netflix,Other",Crunchyroll and Funimation,2,0,Sometimes,Most of the time,4,Yes,Yes,3,3,5,7,4,4,4,They should be charged the same amount,7,7,0
treatment,184,61609a2c56013dfc9ab7899e,1988,33,Male,College / university,3,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Paramount Plus,Peacock",,2,0,Most of the time,Sometimes,3,Yes,Yes,4,4,3,5,4,2,4,User A,5,4,1
treatment,210,61500132067745b7066747d0,1988,33,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Apple Music,Disney Plus,Netflix,Peacock",,2,0,Sometimes,Most of the time,4,Yes,Yes,4,4,5,5,5,1,2,User A,4,0,4
treatment,257,615085e1473e6bb28212e205,1989,32,Female,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Paramount Plus,Spotify",,2,1,Sometimes,Rarely,2,Yes,Yes,3,3,5,9,4,2,3,They should be charged the same amount,9,9,0
treatment,205,5ba06f03962418000113684d,1987,34,Female,College / university,3,Less than $1999,Prefer not to say,"Amazon Prime / Amazon Music,Netflix",,2,0,Rarely,Sometimes,3,Yes,Yes,3,3,5,1,5,2,3,They should be charged the same amount,3,3,0
treatment,246,6111178ade6176e04e291349,1993,28,Female,High school,2,$20000 or more,Democrat,"Netflix,Spotify",,2,1,Sometimes,Sometimes,3,Yes,Yes,3,2,3,10,4,2,3,User A,12,9,3
treatment,211,61057dd06e49aef52b182f19,1991,30,Female,College / university,3,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Apple Music",,2,0,Sometimes,Most of the time,4,Yes,Yes,5,5,4,10,4,3,4,They should be charged the same amount,10,10,0
treatment,181,5d8765008616d4001a232c58,1989,32,Female,Graduate school,4,$20000 or more,Republican,"Amazon Prime / Amazon Music,Apple Music,Netflix",,2,0,Never,,0,Yes,No,3,4,4,15,3,2,2,User A,15,10,5
treatment,171,60fd03a4eadb0e9943448a17,2002,19,Female,High school,2,Less than $1999,Democrat,"Amazon Prime / Amazon Music,Disney Plus,HBO Max,Hulu,Netflix,Spotify",,2,1,Most of the time,Sometimes,3,Yes,Yes,4,3,5,10,5,2,5,They should be charged the same amount,5,5,0
treatment,215,5bba20fd9672860001e260b6,1980,41,Male,Graduate school,4,$5000 to $9999,Democrat,"Amazon Prime / Amazon Music,Apple Music,HBO Max,Netflix,Peacock",,2,0,Sometimes,Sometimes,3,Yes,Yes,3,4,4,10,4,2,3,They should be charged the same amount,10,10,0
treatment,168,5d3c660793eb2d00017880db,1996,25,Female,College / university,3,$2000 to $4999,Independent,Spotify,,1,1,Sometimes,Sometimes,3,Yes,Yes,4,4,4,9,4,1,4,User A,9,7,2
treatment,154,60b76ee2219ac1ce25ccea43,2002,19,Male,High school,2,Less than $1999,Independent,"Apple Music,Netflix,Spotify",,2,1,Sometimes,Most of the time,4,Yes,Yes,4,4,3,5,4,2,4,They should be charged the same amount,5,5,0
treatment,128,5e9d0efdf925dd23cf31c877,1993,28,Male,College / university,3,$5000 to $9999,Republican,"Hulu,Netflix,Pandora,Spotify",,2,1,Rarely,Sometimes,3,Yes,Yes,2,2,4,7,3,2,2,User A,7,4,3
treatment,204,611194a3dcdbd9593ccbfc44,2002,19,Non-binary / third gender,High school,2,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,HBO Max,Hulu,Netflix,Spotify,Other",Crunchyroll,2,1,Sometimes,Sometimes,3,Yes,Yes,3,2,5,13,4,3,3,They should be charged the same amount,13,13,0
treatment,177,5f8239eda08cb4367e704ba2,1979,42,Male,College / university,3,$2000 to $4999,Republican,"Amazon Prime / Amazon Music,Disney Plus,Netflix",,2,0,Rarely,Never,1,Yes,Yes,2,4,5,5,5,2,1,They should be charged the same amount,5,5,0
treatment,285,54afe839fdf99b6f2c1214ce,1977,44,Male,College / university,3,$2000 to $4999,Democrat,"Amazon Prime / Amazon Music,Hulu",,2,0,Sometimes,Rarely,2,Yes,Yes,2,2,3,15,4,2,2,They should be charged the same amount,15,15,0
treatment,175,5d49dd914aff6e0001fb6eaf,1993,28,Female,Graduate school,4,$5000 to $9999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix",,2,0,Sometimes,Most of the time,4,Yes,No,4,4,4,5,2,1,1,User A,5,3,2
treatment,150,5cd8e69a987ddd00187b7c06,1992,29,Female,High school,2,$2000 to $4999,Independent,"Amazon Prime / Amazon Music,Disney Plus,Hulu,Netflix,Spotify",,2,1,Most of the time,Sometimes,3,Yes,Yes,5,5,5,12,1,3,5,User B,8,14,-6
treatment,224,5a25acc2b279aa0001b0dbe5,1988,33,Female,High school,2,$2000 to $4999,Independent,,,0,0,,,0,Yes,Yes,3,3,4,10,4,2,2,They should be charged the same amount,10,10,0
